County ,County Type,Rating Area,Issuer Name,Plan Type,Unemployment denominator,Unemployment numerator,Uninsured adult  numerator,Uninsured adult denominator,Uninsured children denominator,Uninsured children numerator,Primarycare physicians numerator,Primarycare physicians denominator,Median family income,Median household income,Population,Per capita income,Couple 1 child Age 21,Couple 1 child Age 30,Couple 1 child Age 40,Couple 1 child Age 50,Couple 2 children Age 21,Couple 2 children Age 30,Couple 2 children Age 40,Couple 2 children Age 50,Couple 3 or more Children Age 21,Couple 3 or more Children Age 30,Couple 3 or more Children Age 40,Couple 3 or more Children Age 50,Drug Deductible - family - standard,Drug Deductible - individual - standard,Drug Maximum Out of Pocket - Family  - standard,Drug Maximum Out of Pocket - individual - standard,Emergency Room  - standard,Fips,Generic Drugs - standard,Individual 1 child Age 21,Individual 1 child Age 30,Individual 1 child Age 40,Individual 1 child Age 50,Individual 2 children Age 21,Individual 2 children Age 30,Individual 2 children Age 40,Individual 2 children Age 50,Individual 3 or more children Age 21,Individual 3 or more children Age 30,Individual 3 or more children Age 40,Individual 3 or more children Age 50,Inpatient Facility  - standard,Inpatient Physician - standard,Medical Deductible - individual - standard,Medical Deductible -family - standard,Medical Maximum Out Of Pocket - individual - standard,Medical Maximum Out of Pocket - family - standard,Non-preferred Brand Drugs - standard,Preferred Brand Drugs - standard,Premium Adult Individual Age 21,Premium Adult Individual Age 27,Premium Adult Individual Age 30,Premium Adult Individual Age 40,Premium Adult Individual Age 50,Premium Adult Individual Age 60,Premium Child,Premium Couple 21,Premium Couple 30,Premium Couple 40,Premium Couple 50,Premium Couple 60,Primary Care Physician  - standard,Specialist  - standard,Specialty Drugs - standard,Quality of life(Quartile),Quality of life(Rank),clinicalcare(Quartile),clinicalcare(Rank),healthbehavior(Rank),healthbehaviour(Quartile),physical(Quartile),physical(Rank),socioeconomic(Quartile),socioeconomic(Rank),Length of life(Quartile),Length of life(Rank)
Alexander,Urban,13,Blue Cross Blue Shield of Illinois,PPO,9200,430,816,13573,3692,101,6,17328,44699,28833,8238,15858,594.85,655.81,720.37,949.73,738.2,799.16,863.72,1093.08,881.55,942.51,1007.06,1236.42,0,0,Included in Medical,Included in Medical,500,17003,0,369.1,399.58,431.86,546.54,512.45,542.93,575.21,689.89,655.8,686.28,718.56,833.24,250,20,4,12,6,12,75,35,225.75,236.59,256.23,288.51,403.19,612.67,143.35,451.5,512.46,577.02,806.38,1225.35,30,50,150,4,101,3,72,101,4,4,85,4,102,4,95
Alexander,Urban,13,Blue Cross Blue Shield of Illinois,PPO,23066,1132,2149,36096,10005,251,11,45446,44699,28833,8238,15858,572.16,630.78,692.88,913.5,710.04,768.66,830.76,1051.38,847.92,906.54,968.64,1189.26,0,0,Included in Medical,Included in Medical,500,17003,0,355.02,384.33,415.38,525.69,492.9,522.21,553.26,663.56,630.78,660.08,691.14,801.45,250,0,6,12,6,12,100,50,217.14,227.56,246.45,277.5,387.81,589.3,137.88,434.28,492.9,555,775.62,1178.61,40,70,150,4,101,3,72,101,4,4,85,4,102,4,95
Alexander,Urban,13,Blue Cross Blue Shield of Illinois,PPO,9200,430,816,13573,3692,101,6,17328,44699,28833,8238,15858,572.16,630.78,692.88,913.5,710.04,768.66,830.76,1051.38,847.92,906.54,968.64,1189.26,0,0,Included in Medical,Included in Medical,500,17003,0,355.02,384.33,415.38,525.69,492.9,522.21,553.26,663.56,630.78,660.08,691.14,801.45,250,0,6,12,6,12,100,50,217.14,227.56,246.45,277.5,387.81,589.3,137.88,434.28,492.9,555,775.62,1178.61,40,70,150,4,101,3,72,101,4,4,85,4,102,4,95
Alexander,Urban,13,Blue Cross Blue Shield of Illinois,PPO,23066,1132,2149,36096,10005,251,11,45446,44699,28833,8238,15858,476.25,525.04,576.75,760.37,591.02,639.81,691.52,875.14,705.79,754.58,806.29,989.91,0,0,Included in Medical,Included in Medical,600,17003,30,295.51,319.9,345.76,437.57,410.28,434.67,460.53,552.34,525.04,549.45,575.29,667.11,300,30,3,11,6,12,30,30,180.74,189.42,205.14,230.99,322.8,490.53,114.77,361.48,410.28,461.98,645.6,981.06,30,30,30,4,101,3,72,101,4,4,85,4,102,4,95
Alexander,Urban,13,Blue Cross Blue Shield of Illinois,PPO,9200,430,816,13573,3692,101,6,17328,44699,28833,8238,15858,476.25,525.04,576.75,760.37,591.02,639.81,691.52,875.14,705.79,754.58,806.29,989.91,0,0,Included in Medical,Included in Medical,600,17003,30,295.51,319.9,345.76,437.57,410.28,434.67,460.53,552.34,525.04,549.45,575.29,667.11,300,30,3,11,6,12,30,30,180.74,189.42,205.14,230.99,322.8,490.53,114.77,361.48,410.28,461.98,645.6,981.06,30,30,30,4,101,3,72,101,4,4,85,4,102,4,95
Alexander,Urban,13,Land of Lincoln Mutual Health Insurance Company,PPO,23066,1132,2149,36096,10005,251,11,45446,44699,28833,8238,15858,815.24,898.76,987.26,1301.58,1011.7,1095.22,1183.72,1498.04,1208.15,1291.67,1380.17,1694.5,0,0,Included in Medical,Included in Medical,20,17003,20,505.85,547.61,591.86,749.02,702.31,744.06,788.31,945.48,898.77,940.53,984.78,1141.94,20,20,1,2,2,5,20,20,309.39,324.24,351.15,395.4,552.55,839.67,196.46,618.78,702.3,790.8,1105.11,1679.34,20,20,20,4,101,3,72,101,4,4,85,4,102,4,95
Alexander,Urban,13,Land of Lincoln Mutual Health Insurance Company,PPO,9200,430,816,13573,3692,101,6,17328,44699,28833,8238,15858,815.24,898.76,987.26,1301.58,1011.7,1095.22,1183.72,1498.04,1208.15,1291.67,1380.17,1694.5,0,0,Included in Medical,Included in Medical,20,17003,20,505.85,547.61,591.86,749.02,702.31,744.06,788.31,945.48,898.77,940.53,984.78,1141.94,20,20,1,2,2,5,20,20,309.39,324.24,351.15,395.4,552.55,839.67,196.46,618.78,702.3,790.8,1105.11,1679.34,20,20,20,4,101,3,72,101,4,4,85,4,102,4,95
Alexander,Urban,13,Land of Lincoln Mutual Health Insurance Company,PPO,23066,1132,2149,36096,10005,251,11,45446,44699,28833,8238,15858,741.73,817.73,898.23,1184.23,920.48,996.48,1076.98,1362.98,1099.23,1175.23,1255.73,1541.73,0,0,Included in Medical,Included in Medical,30,17003,30,460.24,498.24,538.49,681.49,638.99,676.99,717.24,860.24,817.74,855.74,895.99,1038.99,30,30,1,3,6,12,30,30,281.49,295,319.49,359.74,502.74,763.95,178.75,562.98,638.98,719.48,1005.48,1527.9,30,30,30,4,101,3,72,101,4,4,85,4,102,4,95
Alexander,Urban,13,Land of Lincoln Mutual Health Insurance Company,PPO,9200,430,816,13573,3692,101,6,17328,44699,28833,8238,15858,741.73,817.73,898.23,1184.23,920.48,996.48,1076.98,1362.98,1099.23,1175.23,1255.73,1541.73,0,0,Included in Medical,Included in Medical,30,17003,30,460.24,498.24,538.49,681.49,638.99,676.99,717.24,860.24,817.74,855.74,895.99,1038.99,30,30,1,3,6,12,30,30,281.49,295,319.49,359.74,502.74,763.95,178.75,562.98,638.98,719.48,1005.48,1527.9,30,30,30,4,101,3,72,101,4,4,85,4,102,4,95
Alexander,Urban,13,Land of Lincoln Mutual Health Insurance Company,PPO,23066,1132,2149,36096,10005,251,11,45446,44699,28833,8238,15858,571.93,630.53,692.61,913.13,709.76,768.36,830.44,1050.96,847.59,906.19,968.27,1188.79,0,0,Included in Medical,Included in Medical,40,17003,40,354.88,384.18,415.22,525.48,492.71,522.01,553.04,663.31,630.54,659.84,690.88,801.14,40,40,4,8,6,12,40,40,217.05,227.47,246.35,277.39,387.65,589.07,137.83,434.1,492.7,554.78,775.3,1178.14,40,40,40,4,101,3,72,101,4,4,85,4,102,4,95
Alexander,Urban,13,Land of Lincoln Mutual Health Insurance Company,PPO,9200,430,816,13573,3692,101,6,17328,44699,28833,8238,15858,571.93,630.53,692.61,913.13,709.76,768.36,830.44,1050.96,847.59,906.19,968.27,1188.79,0,0,Included in Medical,Included in Medical,40,17003,40,354.88,384.18,415.22,525.48,492.71,522.01,553.04,663.31,630.54,659.84,690.88,801.14,40,40,4,8,6,12,40,40,217.05,227.47,246.35,277.39,387.65,589.07,137.83,434.1,492.7,554.78,775.3,1178.14,40,40,40,4,101,3,72,101,4,4,85,4,102,4,95
Alexander,Urban,13,Land of Lincoln Mutual Health Insurance Company,PPO,23066,1132,2149,36096,10005,251,11,45446,44699,28833,8238,15858,836.88,922.62,1013.46,1336.14,1038.56,1124.3,1215.13,1537.82,1240.24,1325.98,1416.82,1739.5,0,0,Included in Medical,Included in Medical,500,17003,5,519.28,562.15,607.56,768.91,720.96,763.83,809.25,970.59,922.64,965.51,1010.93,1172.27,25,25,750,1,6,12,25,25,317.6,332.84,360.47,405.89,567.23,861.95,201.68,635.2,720.94,811.78,1134.46,1723.9,25,35,25,4,101,3,72,101,4,4,85,4,102,4,95
Alexander,Urban,13,Land of Lincoln Mutual Health Insurance Company,PPO,9200,430,816,13573,3692,101,6,17328,44699,28833,8238,15858,836.88,922.62,1013.46,1336.14,1038.56,1124.3,1215.13,1537.82,1240.24,1325.98,1416.82,1739.5,0,0,Included in Medical,Included in Medical,500,17003,5,519.28,562.15,607.56,768.91,720.96,763.83,809.25,970.59,922.64,965.51,1010.93,1172.27,25,25,750,1,6,12,25,25,317.6,332.84,360.47,405.89,567.23,861.95,201.68,635.2,720.94,811.78,1134.46,1723.9,25,35,25,4,101,3,72,101,4,4,85,4,102,4,95
Alexander,Urban,13,Land of Lincoln Mutual Health Insurance Company,PPO,23066,1132,2149,36096,10005,251,11,45446,44699,28833,8238,15858,728.37,803.01,882.06,1162.91,903.9,978.54,1057.59,1338.44,1079.43,1154.07,1233.13,1513.97,0,0,Included in Medical,Included in Medical,500,17003,15,451.95,489.27,528.79,669.22,627.48,664.8,704.32,844.75,803.01,840.33,879.86,1020.28,30,30,5,10,6,12,30,40,276.42,289.69,313.74,353.27,493.69,750.2,175.53,552.84,627.48,706.54,987.38,1500.4,25,35,30,4,101,3,72,101,4,4,85,4,102,4,95
Alexander,Urban,13,Land of Lincoln Mutual Health Insurance Company,PPO,9200,430,816,13573,3692,101,6,17328,44699,28833,8238,15858,728.37,803.01,882.06,1162.91,903.9,978.54,1057.59,1338.44,1079.43,1154.07,1233.13,1513.97,0,0,Included in Medical,Included in Medical,500,17003,15,451.95,489.27,528.79,669.22,627.48,664.8,704.32,844.75,803.01,840.33,879.86,1020.28,30,30,5,10,6,12,30,40,276.42,289.69,313.74,353.27,493.69,750.2,175.53,552.84,627.48,706.54,987.38,1500.4,25,35,30,4,101,3,72,101,4,4,85,4,102,4,95
Alexander,Urban,13,Land of Lincoln Mutual Health Insurance Company,PPO,23066,1132,2149,36096,10005,251,11,45446,44699,28833,8238,15858,845.18,931.78,1023.52,1349.4,1048.86,1135.46,1227.2,1553.08,1252.54,1339.13,1430.88,1756.76,0,0,Included in Medical,Included in Medical,500,17003,10,524.43,567.73,613.6,776.54,728.11,771.41,817.28,980.22,931.79,975.08,1020.96,1183.9,25,25,750,1,4,9,25,25,320.75,336.15,364.05,409.92,572.86,870.51,203.68,641.5,728.1,819.84,1145.72,1741.02,25,35,25,4,101,3,72,101,4,4,85,4,102,4,95
Alexander,Urban,13,Land of Lincoln Mutual Health Insurance Company,PPO,9200,430,816,13573,3692,101,6,17328,44699,28833,8238,15858,845.18,931.78,1023.52,1349.4,1048.86,1135.46,1227.2,1553.08,1252.54,1339.13,1430.88,1756.76,0,0,Included in Medical,Included in Medical,500,17003,10,524.43,567.73,613.6,776.54,728.11,771.41,817.28,980.22,931.79,975.08,1020.96,1183.9,25,25,750,1,4,9,25,25,320.75,336.15,364.05,409.92,572.86,870.51,203.68,641.5,728.1,819.84,1145.72,1741.02,25,35,25,4,101,3,72,101,4,4,85,4,102,4,95
Alexander,Urban,13,Land of Lincoln Mutual Health Insurance Company,PPO,23066,1132,2149,36096,10005,251,11,45446,44699,28833,8238,15858,772.64,851.81,935.66,1233.58,958.84,1038.02,1121.86,1419.78,1145.04,1224.21,1308.06,1605.98,0,0,Included in Medical,Included in Medical,500,17003,15,479.42,519.01,560.93,709.89,665.62,705.21,747.13,896.09,851.81,891.4,933.32,1082.29,30,30,2,5,6,12,30,40,293.22,307.3,332.81,374.73,523.69,795.79,186.2,586.44,665.62,749.46,1047.38,1591.58,25,50,30,4,101,3,72,101,4,4,85,4,102,4,95
Alexander,Urban,13,Land of Lincoln Mutual Health Insurance Company,PPO,9200,430,816,13573,3692,101,6,17328,44699,28833,8238,15858,772.64,851.81,935.66,1233.58,958.84,1038.02,1121.86,1419.78,1145.04,1224.21,1308.06,1605.98,0,0,Included in Medical,Included in Medical,500,17003,15,479.42,519.01,560.93,709.89,665.62,705.21,747.13,896.09,851.81,891.4,933.32,1082.29,30,30,2,5,6,12,30,40,293.22,307.3,332.81,374.73,523.69,795.79,186.2,586.44,665.62,749.46,1047.38,1591.58,25,50,30,4,101,3,72,101,4,4,85,4,102,4,95
Alexander,Urban,13,Land of Lincoln Mutual Health Insurance Company,PPO,23066,1132,2149,36096,10005,251,11,45446,44699,28833,8238,15858,578.56,637.85,700.65,923.73,718,777.28,840.08,1063.15,857.43,916.71,979.51,1202.58,0,0,Included in Medical,Included in Medical,40,17003,10,359,388.64,420.04,531.57,498.43,528.07,559.47,671.01,637.86,667.5,698.9,810.44,40,40,6,12,6,12,40,40,219.57,230.11,249.21,280.61,392.15,595.91,139.43,439.14,498.42,561.22,784.3,1191.82,30,40,40,4,101,3,72,101,4,4,85,4,102,4,95
Alexander,Urban,13,Land of Lincoln Mutual Health Insurance Company,PPO,9200,430,816,13573,3692,101,6,17328,44699,28833,8238,15858,578.56,637.85,700.65,923.73,718,777.28,840.08,1063.15,857.43,916.71,979.51,1202.58,0,0,Included in Medical,Included in Medical,40,17003,10,359,388.64,420.04,531.57,498.43,528.07,559.47,671.01,637.86,667.5,698.9,810.44,40,40,6,12,6,12,40,40,219.57,230.11,249.21,280.61,392.15,595.91,139.43,439.14,498.42,561.22,784.3,1191.82,30,40,40,4,101,3,72,101,4,4,85,4,102,4,95
Alexander,Urban,13,Land of Lincoln Mutual Health Insurance Company,PPO,23066,1132,2149,36096,10005,251,11,45446,44699,28833,8238,15858,886.15,976.95,1073.1,1414.79,1099.7,1190.5,1286.65,1628.34,1313.25,1404.05,1500.21,1841.89,0,0,Included in Medical,Included in Medical,500,17003,10,549.85,595.25,643.32,814.17,763.4,808.8,856.88,1027.72,976.95,1022.35,1070.43,1241.27,750,25,750,1,3,6,75,35,336.3,352.44,381.7,429.78,600.62,912.7,213.55,672.6,763.4,859.56,1201.24,1825.4,20,75,25,4,101,3,72,101,4,4,85,4,102,4,95
Alexander,Urban,13,Land of Lincoln Mutual Health Insurance Company,PPO,9200,430,816,13573,3692,101,6,17328,44699,28833,8238,15858,886.15,976.95,1073.1,1414.79,1099.7,1190.5,1286.65,1628.34,1313.25,1404.05,1500.21,1841.89,0,0,Included in Medical,Included in Medical,500,17003,10,549.85,595.25,643.32,814.17,763.4,808.8,856.88,1027.72,976.95,1022.35,1070.43,1241.27,750,25,750,1,3,6,75,35,336.3,352.44,381.7,429.78,600.62,912.7,213.55,672.6,763.4,859.56,1201.24,1825.4,20,75,25,4,101,3,72,101,4,4,85,4,102,4,95
Alexander,Urban,13,Land of Lincoln Mutual Health Insurance Company,PPO,23066,1132,2149,36096,10005,251,11,45446,44699,28833,8238,15858,822.73,907.03,996.32,1313.53,1021,1105.3,1194.59,1511.8,1219.27,1303.57,1392.87,1710.07,0,0,Included in Medical,Included in Medical,500,17003,10,510.5,552.65,597.29,755.9,708.77,750.92,795.56,954.17,907.04,949.19,993.84,1152.44,750,30,4,8,6,12,30,35,312.23,327.2,354.38,399.03,557.63,847.38,198.27,624.46,708.76,798.06,1115.26,1694.76,30,60,30,4,101,3,72,101,4,4,85,4,102,4,95
Alexander,Urban,13,Land of Lincoln Mutual Health Insurance Company,PPO,9200,430,816,13573,3692,101,6,17328,44699,28833,8238,15858,822.73,907.03,996.32,1313.53,1021,1105.3,1194.59,1511.8,1219.27,1303.57,1392.87,1710.07,0,0,Included in Medical,Included in Medical,500,17003,10,510.5,552.65,597.29,755.9,708.77,750.92,795.56,954.17,907.04,949.19,993.84,1152.44,750,30,4,8,6,12,30,35,312.23,327.2,354.38,399.03,557.63,847.38,198.27,624.46,708.76,798.06,1115.26,1694.76,30,60,30,4,101,3,72,101,4,4,85,4,102,4,95
Alexander,Urban,13,Land of Lincoln Mutual Health Insurance Company,PPO,23066,1132,2149,36096,10005,251,11,45446,44699,28833,8238,15858,540.91,596.33,655.03,863.59,671.26,726.68,785.37,993.94,801.6,857.03,915.72,1124.29,0,0,Included in Medical,Included in Medical,300,17003,25,335.63,363.34,392.68,496.97,465.98,493.69,523.04,627.31,596.32,624.04,653.38,757.67,30,30,5,10,6,12,75,50,205.28,215.13,232.99,262.33,366.62,557.11,130.35,410.56,465.98,524.67,733.24,1114.22,60,70,30,4,101,3,72,101,4,4,85,4,102,4,95
Alexander,Urban,13,Land of Lincoln Mutual Health Insurance Company,PPO,9200,430,816,13573,3692,101,6,17328,44699,28833,8238,15858,540.91,596.33,655.03,863.59,671.26,726.68,785.37,993.94,801.6,857.03,915.72,1124.29,0,0,Included in Medical,Included in Medical,300,17003,25,335.63,363.34,392.68,496.97,465.98,493.69,523.04,627.31,596.32,624.04,653.38,757.67,30,30,5,10,6,12,75,50,205.28,215.13,232.99,262.33,366.62,557.11,130.35,410.56,465.98,524.67,733.24,1114.22,60,70,30,4,101,3,72,101,4,4,85,4,102,4,95
Alexander,Urban,13,Land of Lincoln Mutual Health Insurance Company,PPO,23066,1132,2149,36096,10005,251,11,45446,44699,28833,8238,15858,857.96,945.86,1038.98,1369.78,1064.72,1152.61,1245.74,1576.54,1271.48,1359.38,1452.5,1783.3,0,0,Included in Medical,Included in Medical,500,17003,10,532.36,576.3,622.87,788.27,739.12,783.06,829.63,995.03,945.88,989.82,1036.38,1201.79,750,25,500,1,3,6,75,35,325.6,341.23,369.55,416.11,581.51,883.66,206.76,651.2,739.1,832.22,1163.02,1767.32,20,75,25,4,101,3,72,101,4,4,85,4,102,4,95
Alexander,Urban,13,Land of Lincoln Mutual Health Insurance Company,PPO,9200,430,816,13573,3692,101,6,17328,44699,28833,8238,15858,857.96,945.86,1038.98,1369.78,1064.72,1152.61,1245.74,1576.54,1271.48,1359.38,1452.5,1783.3,0,0,Included in Medical,Included in Medical,500,17003,10,532.36,576.3,622.87,788.27,739.12,783.06,829.63,995.03,945.88,989.82,1036.38,1201.79,750,25,500,1,3,6,75,35,325.6,341.23,369.55,416.11,581.51,883.66,206.76,651.2,739.1,832.22,1163.02,1767.32,20,75,25,4,101,3,72,101,4,4,85,4,102,4,95
Alexander,Urban,13,Land of Lincoln Mutual Health Insurance Company,PPO,23066,1132,2149,36096,10005,251,11,45446,44699,28833,8238,15858,797.46,879.18,965.72,1273.2,989.64,1071.36,1157.9,1465.38,1181.82,1263.54,1350.08,1657.56,0,0,Included in Medical,Included in Medical,500,17003,10,494.82,535.68,578.95,732.69,687,727.86,771.13,924.87,879.18,920.04,963.31,1117.05,750,30,3,7,6,12,30,35,302.64,317.17,343.5,386.77,540.51,821.36,192.18,605.28,687,773.54,1081.02,1642.72,30,60,30,4,101,3,72,101,4,4,85,4,102,4,95
Alexander,Urban,13,Land of Lincoln Mutual Health Insurance Company,PPO,9200,430,816,13573,3692,101,6,17328,44699,28833,8238,15858,797.46,879.18,965.72,1273.2,989.64,1071.36,1157.9,1465.38,1181.82,1263.54,1350.08,1657.56,0,0,Included in Medical,Included in Medical,500,17003,10,494.82,535.68,578.95,732.69,687,727.86,771.13,924.87,879.18,920.04,963.31,1117.05,750,30,3,7,6,12,30,35,302.64,317.17,343.5,386.77,540.51,821.36,192.18,605.28,687,773.54,1081.02,1642.72,30,60,30,4,101,3,72,101,4,4,85,4,102,4,95
Alexander,Urban,13,Blue Cross Blue Shield of Illinois,PPO,23066,1132,2149,36096,10005,251,11,45446,44699,28833,8238,15858,744.05,820.29,901.05,1187.95,923.36,999.6,1080.36,1367.26,1102.67,1178.91,1259.67,1546.57,0,0,Included in Medical,Included in Medical,400,17003,0,461.68,499.8,540.18,683.63,640.99,679.11,719.49,862.94,820.3,858.42,898.8,1042.25,200,20,1,4,3,10,75,35,282.37,295.93,320.49,360.87,504.32,766.36,179.31,564.74,640.98,721.74,1008.64,1532.72,10,60,150,4,101,3,72,101,4,4,85,4,102,4,95
Alexander,Urban,13,Blue Cross Blue Shield of Illinois,PPO,9200,430,816,13573,3692,101,6,17328,44699,28833,8238,15858,744.05,820.29,901.05,1187.95,923.36,999.6,1080.36,1367.26,1102.67,1178.91,1259.67,1546.57,0,0,Included in Medical,Included in Medical,400,17003,0,461.68,499.8,540.18,683.63,640.99,679.11,719.49,862.94,820.3,858.42,898.8,1042.25,200,20,1,4,3,10,75,35,282.37,295.93,320.49,360.87,504.32,766.36,179.31,564.74,640.98,721.74,1008.64,1532.72,10,60,150,4,101,3,72,101,4,4,85,4,102,4,95
Champaign,Urban,9,Coventry Health Care,PPO,87889,3680,7229,140967,39119,919,98,172290,65785,45262,201081,24553,296.86,327.28,359.5,473.96,368.4,398.82,431.03,545.5,439.94,470.36,502.58,617.04,0,0,Included in Medical,Included in Medical,0,17019,0,184.2,199.41,215.51,272.75,255.74,270.95,287.06,344.29,327.27,342.49,358.6,415.83,0,0,6,12,6,12,0,0,112.66,118.07,127.87,143.97,201.21,305.75,71.54,225.32,255.74,287.95,402.42,611.5,25,0,0,3,74,1,18,60,3,3,71,2,41,1,14
Alexander,Urban,13,"Health Alliance Medical Plans, Inc.",HMO,23066,1132,2149,36096,10005,251,11,45446,44699,28833,8238,15858,660.82,728.53,800.27,1055.07,820.07,887.78,959.52,1214.32,979.32,1047.03,1118.77,1373.57,0,0,Included in Medical,Included in Medical,20,17003,7,410.03,443.89,479.76,607.16,569.29,603.14,639.01,766.41,728.54,762.39,798.26,925.66,20,20,1,3,5,11,70,35,250.79,262.82,284.64,320.51,447.91,680.64,159.25,501.58,569.28,641.02,895.82,1361.28,20,20,140,4,101,3,72,101,4,4,85,4,102,4,95
Alexander,Urban,13,"Health Alliance Medical Plans, Inc.",HMO,9200,430,816,13573,3692,101,6,17328,44699,28833,8238,15858,660.82,728.53,800.27,1055.07,820.07,887.78,959.52,1214.32,979.32,1047.03,1118.77,1373.57,0,0,Included in Medical,Included in Medical,20,17003,7,410.03,443.89,479.76,607.16,569.29,603.14,639.01,766.41,728.54,762.39,798.26,925.66,20,20,1,3,5,11,70,35,250.79,262.82,284.64,320.51,447.91,680.64,159.25,501.58,569.28,641.02,895.82,1361.28,20,20,140,4,101,3,72,101,4,4,85,4,102,4,95
Alexander,Urban,13,"Health Alliance Medical Plans, Inc.",HMO,23066,1132,2149,36096,10005,251,11,45446,44699,28833,8238,15858,521.86,575.32,631.96,833.18,647.62,701.08,757.72,958.93,773.38,826.84,883.48,1084.7,0,0,Included in Medical,Included in Medical,40,17003,10,323.81,350.54,378.86,479.46,449.57,476.3,504.62,605.23,575.33,602.06,630.38,730.99,40,40,3,6,6,12,80,40,198.05,207.55,224.78,253.1,353.71,537.5,125.76,396.1,449.56,506.2,707.42,1075,40,40,200,4,101,3,72,101,4,4,85,4,102,4,95
Alexander,Urban,13,"Health Alliance Medical Plans, Inc.",HMO,9200,430,816,13573,3692,101,6,17328,44699,28833,8238,15858,521.86,575.32,631.96,833.18,647.62,701.08,757.72,958.93,773.38,826.84,883.48,1084.7,0,0,Included in Medical,Included in Medical,40,17003,10,323.81,350.54,378.86,479.46,449.57,476.3,504.62,605.23,575.33,602.06,630.38,730.99,40,40,3,6,6,12,80,40,198.05,207.55,224.78,253.1,353.71,537.5,125.76,396.1,449.56,506.2,707.42,1075,40,40,200,4,101,3,72,101,4,4,85,4,102,4,95
Alexander,Urban,13,"Health Alliance Medical Plans, Inc.",HMO,23066,1132,2149,36096,10005,251,11,45446,44699,28833,8238,15858,414.09,456.51,501.45,661.11,513.88,556.3,601.24,760.9,613.67,656.09,701.03,860.69,0,0,Included in Medical,Included in Medical,0,17003,0,256.94,278.15,300.62,380.45,356.73,377.94,400.41,480.24,456.52,477.73,500.2,580.03,0,0,6,12,6,12,0,0,157.15,164.69,178.36,200.83,280.66,426.49,99.79,314.3,356.72,401.66,561.32,852.98,0,0,0,4,101,3,72,101,4,4,85,4,102,4,95
Alexander,Urban,13,"Health Alliance Medical Plans, Inc.",HMO,9200,430,816,13573,3692,101,6,17328,44699,28833,8238,15858,414.09,456.51,501.45,661.11,513.88,556.3,601.24,760.9,613.67,656.09,701.03,860.69,0,0,Included in Medical,Included in Medical,0,17003,0,256.94,278.15,300.62,380.45,356.73,377.94,400.41,480.24,456.52,477.73,500.2,580.03,0,0,6,12,6,12,0,0,157.15,164.69,178.36,200.83,280.66,426.49,99.79,314.3,356.72,401.66,561.32,852.98,0,0,0,4,101,3,72,101,4,4,85,4,102,4,95
Alexander,Urban,13,"Health Alliance Medical Plans, Inc.",POS,23066,1132,2149,36096,10005,251,11,45446,44699,28833,8238,15858,777.67,857.35,941.77,1241.63,965.07,1044.76,1129.18,1429.04,1152.49,1232.17,1316.59,1616.45,0,0,Included in Medical,Included in Medical,0,17003,0,482.53,522.38,564.59,714.52,669.95,709.79,752,901.93,857.36,897.2,939.41,1089.34,0,0,2,4,2,4,0,0,295.13,309.3,334.97,377.18,527.11,800.99,187.41,590.26,669.94,754.36,1054.22,1601.98,0,0,0,4,101,3,72,101,4,4,85,4,102,4,95
Alexander,Urban,13,"Health Alliance Medical Plans, Inc.",POS,9200,430,816,13573,3692,101,6,17328,44699,28833,8238,15858,777.67,857.35,941.77,1241.63,965.07,1044.76,1129.18,1429.04,1152.49,1232.17,1316.59,1616.45,0,0,Included in Medical,Included in Medical,0,17003,0,482.53,522.38,564.59,714.52,669.95,709.79,752,901.93,857.36,897.2,939.41,1089.34,0,0,2,4,2,4,0,0,295.13,309.3,334.97,377.18,527.11,800.99,187.41,590.26,669.94,754.36,1054.22,1601.98,0,0,0,4,101,3,72,101,4,4,85,4,102,4,95
Alexander,Urban,13,"Health Alliance Medical Plans, Inc.",POS,23066,1132,2149,36096,10005,251,11,45446,44699,28833,8238,15858,751,827.96,909.48,1199.06,931.98,1008.94,1090.46,1380.04,1112.96,1189.92,1271.44,1561.02,0,0,Included in Medical,Included in Medical,0,17003,0,465.99,504.47,545.23,690.02,646.97,685.45,726.21,871,827.94,866.43,907.18,1051.98,0,0,2,4,2,4,0,0,285.01,298.7,323.49,364.25,509.04,773.53,180.98,570.02,646.98,728.5,1018.08,1547.06,0,0,0,4,101,3,72,101,4,4,85,4,102,4,95
Alexander,Urban,13,"Health Alliance Medical Plans, Inc.",POS,9200,430,816,13573,3692,101,6,17328,44699,28833,8238,15858,751,827.96,909.48,1199.06,931.98,1008.94,1090.46,1380.04,1112.96,1189.92,1271.44,1561.02,0,0,Included in Medical,Included in Medical,0,17003,0,465.99,504.47,545.23,690.02,646.97,685.45,726.21,871,827.94,866.43,907.18,1051.98,0,0,2,4,2,4,0,0,285.01,298.7,323.49,364.25,509.04,773.53,180.98,570.02,646.98,728.5,1018.08,1547.06,0,0,0,4,101,3,72,101,4,4,85,4,102,4,95
Alexander,Urban,13,Blue Cross Blue Shield of Illinois,PPO,23066,1132,2149,36096,10005,251,11,45446,44699,28833,8238,15858,772.94,852.17,936.05,1234.08,959.22,1038.44,1122.32,1420.36,1145.49,1224.71,1308.59,1606.63,0,0,Included in Medical,Included in Medical,400,17003,0,479.61,519.22,561.16,710.18,665.88,705.49,747.43,896.45,852.15,891.76,933.7,1082.72,200,20,500,1,4,12,100,50,293.33,307.42,332.95,374.89,523.91,796.14,186.27,586.67,665.9,749.78,1047.82,1592.28,30,60,150,4,101,3,72,101,4,4,85,4,102,4,95
